TANGGAL,AKTUAL,PREDIKSI,PREDIKSI_MM,AKTUAL_MM
2024-08-05,0.0,0.24311462,28.055427148000003,0.0
2024-08-06,0.0,0.15109226,17.436046804,0.0
2024-08-07,0.0,0.17250475,19.90704815,0.0
2024-08-08,0.0,0.2838044,32.75102776,0.0
2024-08-09,0.0,0.1933499,22.31257846,0.0
2024-08-10,0.0,0.20890766,24.107943964,0.0
2024-08-11,0.0,0.41075274,47.400866196,0.0
2024-08-12,0.0,0.22444355,25.90078567,0.0
2024-08-13,0.0,-0.09160491,-10.571206614,0.0
2024-08-14,0.0,-0.14699033,-16.962684082000003,0.0
2024-08-15,0.0,-0.07531782,-8.691676428,0.0
2024-08-16,0.0,-0.20079413,-23.171642602,0.0
2024-08-17,0.0,-0.08678261,-10.014713194,0.0
2024-08-18,0.0,-0.045744084,-5.2788672936,0.0
2024-08-19,0.0,0.07568307,8.733826278,0.0
2024-08-20,0.0,0.054494698,6.2886881492,0.0
2024-08-21,0.0,-0.18718833,-21.601533282000002,0.0
2024-08-22,0.0,0.115049735,13.276739419,0.0
2024-08-23,0.0,0.36268243,41.853552422,0.0
2024-08-24,0.0,0.20131204,23.231409416,0.0
2024-08-25,0.0,0.15776502,18.206083308,0.0
2024-08-26,0.0,0.30457333,35.147762282,0.0
2024-08-27,0.0,0.17713866,20.441801364,0.0
2024-08-28,0.0,0.36252335,41.83519459000001,0.0
2024-08-29,1.0,0.39585605,45.681788170000004,115.4
2024-08-30,0.0,0.3004788,34.67525352,0.0
2024-08-31,0.0,0.3400476,39.24149304,0.0
2024-09-01,0.0,0.2691094,31.05522476,0.0
2024-09-02,0.0,0.26248816,30.291133664000004,0.0
2024-09-03,0.0,0.18647331,21.519019974000003,0.0
2024-09-04,0.0,0.15326738,17.687055652,0.0
2024-09-05,0.0,0.45394844,52.385649976,0.0
2024-09-06,0.0,0.2628837,30.336778980000002,0.0
2024-09-07,0.0,0.04585225,5.29134965,0.0
2024-09-08,1.0,0.37707558,43.51452193200001,115.4
2024-09-09,0.5517241379310345,0.48429647,55.887812638,63.66896551724138
2024-09-10,0.0275862068965517,0.46534058,53.700302932,3.1834482758620664
2024-09-11,0.1471264367816092,0.5657463,65.28712302000001,16.9783908045977
2024-09-12,0.0,0.4138322,47.75623588,0.0
2024-09-13,0.0,0.32797047,37.847792238000004,0.0
2024-09-14,0.0,0.33641738,38.822565652,0.0
2024-09-15,0.0,0.3142327,36.26245358,0.0
2024-09-16,0.0,0.18736959,21.622450686,0.0
2024-09-17,0.0,0.28563595,32.96238863000001,0.0
2024-09-18,0.0,0.36488357,42.107563978,0.0
2024-09-19,0.0,0.15104286,17.430346044,0.0
2024-09-20,0.0,0.068091914,7.857806875600001,0.0
2024-09-21,0.0,0.00832098,0.9602410920000001,0.0
2024-09-22,0.0,0.10538295,12.161192430000002,0.0
2024-09-23,0.0,0.19201165,22.158144410000002,0.0
2024-09-24,0.2758620689655172,0.2829233,32.64934882,31.834482758620684
2024-09-25,0.6620689655172414,0.60343105,69.63594317,76.40275862068965
2024-09-26,0.0183908045977011,0.43283468,49.94912207200001,2.122298850574707
2024-09-27,1.0,0.43112987,49.752386998000006,115.4
2024-09-28,0.0,0.44541943,51.401402222,0.0
2024-09-29,0.0,0.27763057,32.038567778,0.0
2024-09-30,0.0,0.17324829,19.992852666,0.0
2024-10-01,0.0,0.27173713,31.358464802,0.0
2024-10-02,0.3080459770114943,0.5313879,61.32216366000001,35.54850574712644
2024-10-03,0.0,0.48007366,55.400500364,0.0
2024-10-04,0.0,0.45728192,52.770333568000005,0.0
2024-10-05,0.0,0.30282772,34.94631888800001,0.0
2024-10-06,0.0,0.3517639,40.59355406,0.0
2024-10-07,0.0,0.101551235,11.719012519000001,0.0
2024-10-08,0.0,0.31046134,35.827238636,0.0
2024-10-09,0.0,0.44965208,51.889850032000005,0.0
2024-10-10,1.0,0.2723866,31.433413639999998,115.4
2024-10-11,0.0,0.29324812,33.840833048,0.0
2024-10-12,0.0,0.26009393,30.014839522,0.0
2024-10-13,0.0,0.15860304,18.302790816,0.0
2024-10-14,0.0,0.38172683,44.051276182,0.0
2024-10-15,0.2528735632183908,0.44572225,51.43634765,29.181609195402295
2024-10-16,0.0,0.21874559,25.243241086,0.0
2024-10-17,0.0,0.24898216,28.732541264,0.0
2024-10-18,0.0,0.06718414,7.753049756000001,0.0
2024-10-19,0.0137931034482758,0.24072489,27.779652306000003,1.5917241379310274
2024-10-20,0.0919540229885057,0.24371937,28.125215298,10.611494252873559
2024-10-21,0.3908045977011494,0.705859,81.4561286,45.09885057471264
2024-10-22,0.0,0.07718094,8.906680476,0.0
2024-10-23,0.2068965517241379,0.38687262,44.645100348,23.875862068965514
2024-10-24,0.0,0.7258046,83.75785084,0.0
2024-10-25,0.0,0.48941723,56.478748342,0.0
2024-10-26,0.0,0.2966956,34.23867224,0.0
2024-10-27,0.0,0.38558027,44.495963158,0.0
2024-10-28,0.0,0.28751397,33.179112138,0.0
2024-10-29,0.0,0.38610712,44.556761648000005,0.0
2024-10-30,0.0,0.28901708,33.352571032,0.0
2024-10-31,0.6666666666666666,0.46471435,53.62803599,76.93333333333334
2024-11-01,0.0459770114942528,0.45474598,52.477686092,5.305747126436773
2024-11-02,1.0,0.92105883,106.290188982,115.4
2024-11-03,0.4275862068965517,0.51795423,59.771918142,49.343448275862066
2024-11-04,0.8505747126436781,0.6318161,72.91157794,98.15632183908046
2024-11-05,1.0,0.5861658,67.64353332,115.4
2024-11-06,0.0,0.28297034,32.654777236,0.0
2024-11-07,0.0,0.053103313,6.1281223202,0.0
2024-11-08,1.0,0.5857287,67.59309198,115.4
2024-11-09,0.0183908045977011,0.754836,87.10807439999999,2.122298850574707
2024-11-10,1.0,0.681255,78.61682700000001,115.4
2024-11-11,0.1149425287356321,0.6847773,79.02330042000001,13.264367816091944
2024-11-12,0.271264367816092,0.6723468,77.58882072,31.303908045977014
2024-11-13,0.1563218390804597,0.51905155,59.898548870000006,18.039540229885052
2024-11-14,0.0,0.28165463,32.502944302,0.0
2024-11-15,0.5517241379310345,0.35282886,40.716450444,63.66896551724138
2024-11-16,0.0,0.55132383,63.622769982,0.0
2024-11-17,0.193103448275862,0.7960817,91.86782818,22.284137931034476
2024-11-18,0.0873563218390804,0.7074086,81.63495244,10.080919540229878
2024-11-19,0.3586206896551724,0.5600806,64.63330124000001,41.384827586206896
2024-11-20,1.0,0.56553453,65.262684762,115.4
2024-11-21,0.2850574712643678,0.65565085,75.66210809,32.89563218390805
2024-11-22,0.4459770114942528,0.65838283,75.977378582,51.465747126436774
2024-11-23,1.0,0.7957172,91.82576488000001,115.4
2024-11-24,1.0,0.605268,69.8479272,115.4
2024-11-25,1.0,0.8036668,92.74314872000001,115.4
2024-11-26,0.0919540229885057,0.66796154,77.082761716,10.611494252873559
2024-11-27,0.0,0.3993362,46.08339748,0.0
2024-11-28,0.2758620689655172,0.23867193,27.542740722,31.834482758620684
2024-11-29,1.0,0.69526047,80.23305823800001,115.4
2024-11-30,0.3632183908045977,0.5727361,66.09374594,41.91540229885058
2024-12-01,1.0,0.7980599,92.09611246000001,115.4
2024-12-02,0.0919540229885057,0.7340637,84.71095098,10.611494252873559
2024-12-03,0.4275862068965517,0.8298541,95.76516314000001,49.343448275862066
2024-12-04,0.1011494252873563,0.57169634,65.973757636,11.672643678160918
2024-12-05,0.1839080459770115,0.58499074,67.507931396,21.22298850574713
2024-12-06,0.9517241379310344,0.46274003,53.400199462,109.82896551724137
2024-12-07,1.0,0.6920834,79.86642436000001,115.4
2024-12-08,0.8045977011494253,0.6171127,71.21480558,92.85057471264369
2024-12-09,0.6850574712643678,0.5839545,67.3883493,79.05563218390805
2024-12-10,0.4735632183908046,0.6214741,71.71811114,54.64919540229886
2024-12-11,1.0,1.0115547,116.73341238,115.4
2024-12-12,0.1839080459770115,0.62364274,71.968372196,21.22298850574713
2024-12-13,0.4367816091954023,0.78221315,90.26739751000001,50.40459770114943
2024-12-14,1.0,0.58951825,68.03040605000001,115.4
2024-12-15,0.9517241379310344,0.9868278,113.87992812,109.82896551724137
2024-12-16,1.0,0.6902923,79.65973142,115.4
2024-12-17,0.2298850574712643,0.5801011,66.94366694000001,26.528735632183903
2024-12-18,1.0,0.56690973,65.421382842,115.4
2024-12-19,1.0,0.543377,62.705705800000004,115.4
2024-12-20,0.0,-0.06471584,-7.468207936,0.0
2024-12-21,0.9701149425287356,0.6150641,70.97839714,111.9512643678161
2024-12-22,0.0275862068965517,0.74221265,85.65133981000001,3.1834482758620664
2024-12-23,0.0781609195402298,0.72484595,83.64722263,9.019770114942519
2024-12-24,1.0,0.65513885,75.60302329000001,115.4
2024-12-25,1.0,0.7087552,81.79035008000001,115.4
2024-12-26,0.1103448275862069,0.6466637,74.62499097999999,12.733793103448276
2024-12-27,0.3770114942528735,0.49616328,57.257242512,43.507126436781604
2024-12-28,0.0,0.19154227,22.103977957999998,0.0
2024-12-29,0.4275862068965517,0.52090585,60.11253509,49.343448275862066
2024-12-30,0.2114942528735632,0.7616987,87.90002998,24.406436781609194
2024-12-31,0.1057471264367816,0.6222315,71.80551510000001,12.203218390804597
